Chromosome	Start.bp	End.bp	mu.major	mu.minor	n_probes	length	tau	sigma.minor	sigma.major
1	236647014	249250621	1.0	1.0	3120	58049501	4.0025498	0.002700297060125359	0.006851142940236234
2	1	15493156	2.0	1.0	5481	98721428	3.9457571	0.00903732902766955	0.01214992523431317
2	15493156	16336436	3.0	1.0	3098	53182860	2.366651	0.008534781258883907	0.013334115899231004
2	16336436	35052083	2.0	1.0	5566	51095876	5.2435371	0.00044281410976599656	0.005472658825383042
2	35052083	36939503	2.0	1.3	5787	88137755	5.0613659	0.005857427609357574	0.005958977658324545
2	36939503	37619169	1.3	0.19999999999999996	2602	86636107	3.7539336	0.003962781250108983	0.013928149242034315
2	37619169	39404429	1.0	0.19999999999999996	1061	18783677	5.8146192999999995	0.0019197628874744218	0.011219669776318438
2	39404429	46067133	2.0	1.0	4162	90253943	3.727929	0.0008715259103670754	0.006647245340814578
2	46067133	47501990	2.0	0.050000000000000044	591	58787948	1.1603269	0.0007244968509336753	0.001160940553636606
2	47501990	52991658	2.0	1.0	3434	86542918	1.278444	0.00982670644723874	0.013037077072324672
2	52991658	53694655	2.3	1.0	2095	42918176	3.5572817999999997	0.002573439039900472	0.004568083219815166
2	53694655	54100332	1.0	0.19999999999999996	4197	22026976	3.4639957999999997	0.010093650279210742	0.014732624331349585
2	54100332	55444807	2.3	1.0	3096	55207206	1.6008281	0.0014742113558815907	0.0023860598660968807
2	55444807	56061207	2.3	0.97	4325	7013958	1.6475178	0.011009786287648194	0.025161339150174676
2	56061207	58552577	2.0	0.97	3783	69571348	2.7533247999999997	0.004942181784062551	0.013163344736559288
2	58552577	58602999	0.97	0.0	1430	87393460	3.3088658	0.005115292111578022	0.009771111993600359
2	58602999	58924506	1.0	0.0	3611	59687211	3.2913752	0.0017247337811633194	0.00656959965008383
2	58924506	74004902	2.0	1.0	4592	21785209	3.5200272	0.013543433278509162	0.01820568587548178
2	74004902	76353026	3.0	2.0	710	48492230	4.1215378	0.013249696207539002	0.014669336729520458
2	76353026	76415128	3.0	3.0	524	83315821	0.5894265	0.0008614672890010955	0.007408744705858029
2	76415128	80139084	3.0	2.0	5671	88273338	3.0264959	0.0011168061135643195	0.0038312909426612054
2	80139084	86557656	2.0	1.0	5792	68308560	0.7618868999999999	0.0007588273034854576	0.0038304903035236053
2	86557656	87011811	2.0	1.05	3111	67159	5.5777534	0.0011664731147949937	0.010249310928772888
2	87011811	87621627	2.0	1.0	476	11547673	1.4169284	0.0037759530624183343	0.010574238353842483
2	87621627	92321480	1.0	1.0	1771	31926900	0.5357204	0.0030153592150989257	0.004555469515353044
2	92321480	94761681	1.0	0.95	3846	40359021	3.0811542	0.01646110279894415	0.03105836435619562
2	94761681	95598196	1.0	1.0	4801	90419172	3.3841919	0.0007549947297386975	0.018469715039773026
2	95598196	99917331	2.0	1.0	3318	73560709	4.813612399999999	0.001984046246792086	0.022440892503624403
2	99917331	101213385	2.0	0.0	4609	67700799	1.6316138999999998	0.002696008200201024	0.017697179647733874
2	101213385	101518738	2.95	0.0	1619	47124209	3.3192391	0.0004860597763351358	0.0120132685825712
2	101518738	102776839	2.0	0.0	4535	9628245	5.5425873999999995	0.00972117073076666	0.02752130960549286
2	102776839	105826408	2.0	1.0	1674	55972312	5.4932707999999995	0.003623297323160807	0.010238776807045326
2	105826408	108364142	3.0	2.0	749	50627821	1.7766906	0.012908679473181575	0.027714531123319813
2	108364142	131525756	2.0	1.0	5052	68797860	5.727570099999999	0.0006830663900091523	0.02453106407094361
2	131525756	132368460	3.0	1.0	3134	86961269	0.24261259999999998	0.0017784681238814121	0.01587127924995731
2	132368460	146340159	2.0	1.0	478	80822390	3.8359080999999997	0.0037778842357348197	0.015938793825275677
2	146340159	146794622	2.0	1.1	3928	26277453	4.5305785	0.007915634250738353	0.009771714370305237
2	146794622	147066844	3.1	2.0	5038	26663279	5.7254805	0.0015540499486953855	0.014136529135043365
2	147066844	148267569	2.0	1.1	3833	18128839	4.1161956	0.0006945322284310794	0.013482950585234394
2	148267569	148850679	2.0	0.0	3648	79684865	5.2109619	0.00235807617444081	0.010709673671901914
2	148850679	149362265	2.0	1.1	4258	9882127	4.5750357	0.0022906319800049466	0.00848484865725314
2	149362265	152799648	2.0	1.0	1673	81474059	1.4038856	0.00132882635580155	0.00663160533019467
2	152799648	154927202	1.0	0.10000000000000009	456	88698735	1.089454	0.0015614895811225254	0.027211397234498707
2	154927202	155535295	2.0	1.0	5512	74386155	1.8513442999999998	0.01067292094966817	0.015555219104661846
2	155535295	157236151	2.0	0.97	862	44943419	4.5391549	0.001789837782303402	0.008970656793205724
2	157236151	165657147	2.0	1.0	3550	57302676	4.9368397	0.0057192840938399	0.013834826485050512
2	165657147	167283742	3.0	1.0	3875	56066867	5.6350467	1.3263086836856717e-05	0.0007366248805485266
2	167283742	168461820	3.0	1.03	5679	5599705	3.0533677999999997	0.007637654146956349	0.014155061579144115
2	168461820	170000043	2.0	1.03	4842	55975422	4.407720299999999	0.006771070486675389	0.03934051593761701
2	170000043	174477338	2.0	1.03	3150	94259701	3.1160969	0.005886565888366192	0.012359840350220377
2	174477338	176233700	2.0	1.03	4320	62592789	2.5827317	0.0031113192094260624	0.0053610455277334134
2	176233700	176859843	2.0	1.0	4714	30370911	2.0644963	0.010865372116278742	0.013674013748737796
2	176859843	179511184	2.0	0.09999999999999998	3246	39803450	1.6043143	0.012284752033113093	0.02457520185572627
2	179511184	182761691	3.0	0.09999999999999998	4660	64470201	0.2417743	0.0003646998217271878	0.010330717950294183
2	182761691	187029209	2.0	0.09999999999999998	3934	33527605	3.9374046999999996	0.0017537790454408876	0.005180608652080691
2	187029209	188803548	2.0	1.0	3250	8065578	2.8465314	0.0025943918994591514	0.009046230780899348
2	188803548	189867282	2.0	1.05	684	31116050	5.0831301	0.0030400195150617295	0.009519413603175004
2	189867282	193280976	2.0	0.95	1581	78557238	2.7001667	0.0031602071284681206	0.008248756292377814
2	193280976	193600460	2.0	0.95	2737	55557592	5.3904086	0.007471545090383046	0.02665050865603367
2	193600460	206154268	2.0	1.0	4534	52437738	2.2638517	0.011030167645713107	0.01361505272077451
2	206154268	206739716	2.8	2.0	2979	32627466	0.266017	0.0006452253188452097	0.007330137546819129
2	206739716	210447377	2.0	1.0	529	77008235	2.475125	0.008659482766743097	0.015065513179553831
2	210447377	212563329	1.0	0.0	1282	86171147	4.5301648	0.0016106956617302419	0.008213567475183483
2	212563329	212976170	0.0	0.0	2285	35650470	4.0535081	0.013291969529873245	0.022472888755253106
2	212976170	215056949	1.0	0.0	5828	50088793	2.9771733	0.017158571068519653	0.01754260284699426
2	215056949	216823711	2.0	1.0	510	60378038	1.3260916999999999	0.007328315546869107	0.017814340313654992
2	216823711	217790596	3.9	1.0	2104	66040497	5.3246924	0.0010904327516104092	0.0017372384011302968
2	217790596	217825085	2.0	1.0	3422	44451583	0.0375178	0.010591169966809125	0.03016897918365262
2	217825085	218120443	2.95	1.0	2356	39777350	2.0138569	0.0022034505504352777	0.016748317136154746
2	218120443	243199373	2.0	1.0	5157	82290582	5.4508908	0.00616015727944683	0.020461311712827848
3	1	21431476	1.0	1.0	785	92513980	5.5029657	0.009891731108225697	0.014206221169839757
3	21431476	22195727	1.03	1.0	3977	70977549	5.2004836	0.0016892163668180283	0.01087181555390018
3	22195727	25011692	1.08	1.0	4048	97826322	4.0833509999999995	0.00594563267300174	0.019381874214051763
3	25011692	25183467	1.05	1.0	500	65102997	4.3354368	0.0008203488856598044	0.009824425028770886
3	25183467	27884842	1.05	0.95	3871	38188777	5.5250562	0.005662412268137597	0.025727908831915308
3	27884842	29282790	1.05	1.0	752	1404531	0.5474173	0.0009209071903877541	0.0028001415963499103
3	29282790	36681611	1.0	1.0	1161	78885346	1.302188	0.003773894964692981	0.06931460252660696
3	36681611	38197267	1.0	0.0	2548	63129361	1.4947009999999998	0.010305005885188033	0.025540323034932987
3	38197267	50258888	1.0	1.0	3852	62759326	3.1879971	0.0008149689768953568	0.02124357613031153
3	50258888	50928812	1.0	0.95	4173	93523699	3.1336226	0.005084386172820513	0.008910984736613989
3	50928812	53331155	1.0	1.0	5509	76402568	2.4376976	0.0016334608495037386	0.00685734224710293
3	53331155	55038827	1.0	0.0	3255	44559701	4.811804899999999	0.0011287778352188757	0.011027030709009351
3	55038827	55649309	0.0	0.0	2831	31507964	1.2466852	0.0036763031843060736	0.015851045663931484
3	55649309	55754702	1.0	0.0	5398	17413594	2.909362	0.013614128794993208	0.01956850461812813
3	55754702	58696323	1.0	1.0	3481	88372851	1.8685726999999999	0.00027196116111386035	0.029919210376447354
3	58696323	59324722	3.0	1.0	3896	41458608	2.3858425999999997	0.0027539548140647126	0.005660907671904885
3	59324722	67591265	1.0	1.0	4560	36272129	5.6359246	0.0026290964633399745	0.017218769127137108
3	67591265	69498956	1.0	0.0	2832	1143751	0.0607246	0.0036828538613053532	0.021292245917165168
3	69498956	77018908	1.0	1.0	2559	25640344	2.195859	0.009238785559414835	0.016664392301410504
3	77018908	78194128	1.95	1.0	3540	32953647	1.9099138999999998	0.009708074477026058	0.012018513717134477
3	78194128	84903398	1.0	1.0	354	63676934	4.3173435	0.0025726084012994473	0.006193038209002746
3	84903398	85156537	1.0	0.0	5561	97612447	3.1337764999999997	4.6777773477103136e-05	0.004932870540913611
3	85156537	87565151	1.0	1.0	1342	5485708	5.8264622	0.015391830311281135	0.01578555552686743
3	87565151	90123787	1.15	1.0	1445	69363684	3.9321615	0.008051363860747935	0.023794735500041887
3	90123787	91567770	1.0	1.0	2473	53811967	4.193578	0.009281395773629386	0.014888553935016799
3	91567770	91626739	3.0	1.0	2375	500955	4.3691808	0.004657216459110902	0.0369844312217752
3	91626739	92346646	1.0	0.0	1826	69419878	1.8982222	0.0009943659904402844	0.008481507616808177
3	92346646	97384315	3.0	1.0	5664	77444447	4.5608394	0.0029126238490652058	0.011598549980410947
3	97384315	127348066	1.0	1.0	812	26828112	4.7298659999999995	0.008997842355308903	0.0146457731555437
3	127348066	129037491	1.0	0.09999999999999998	1542	9657377	4.3997582	0.006010975623285807	0.015463043780845374
3	129037491	140092727	1.0	1.0	4347	63175018	0.5462135	0.0010085791623332461	0.03139451983661165
3	140092727	141038949	2.0	1.0	4083	45975122	0.9208784999999999	0.014086811683942076	0.03216082403428026
3	141038949	142011578	1.0	1.0	1186	50218971	2.6532437	0.0035814697925394844	0.027636952784164847
3	142011578	142142363	1.0	0.0	5141	9948684	4.4924577999999995	0.00452241030245502	0.010321416787778856
3	142142363	149341968	1.0	1.0	641	95811798	2.0150175	0.01026297798974185	0.018064797295169653
3	149341968	153988820	2.0	1.0	4503	57588430	1.0574961	0.009298615038985296	0.018509346452398885
3	153988820	154405020	1.0	0.0	5645	9847081	0.5562351	0.003828016277881784	0.01765902809110176
3	154405020	157450046	1.0	0.0	1657	83508495	4.9817193	0.0006870191557096464	0.0017031293339294722
3	157450046	165670109	1.0	1.0	139	58048342	4.703593	0.011300507055914392	0.0416124772799491
3	165670109	165799728	1.0	0.7	3238	39240024	4.9962197999999995	0.0015756664556515548	0.013624197295331193
3	165799728	165889690	1.03	0.7	5506	3989348	0.6179688	0.00681226939208594	0.010954776333056042
3	165889690	168356854	1.0	0.7	2424	23896840	1.9461131999999999	0.002766959228505863	0.006062444333388353
3	168356854	180950076	1.0	1.0	2392	95329644	5.1973484	0.0039295198675998065	0.007326824297340845
3	180950076	181456674	1.06	1.0	596	13528386	4.691618699999999	0.00376887484011617	0.02015343132466439
3	181456674	190211767	1.0	1.0	2447	23719083	5.3500653	0.0015819873465767952	0.009091524100159641
3	190211767	190386706	1.0	0.95	2595	10578489	0.5067706	0.00013762614715592185	0.004114586900276234
3	190386706	198022430	1.0	1.0	5533	70049161	4.8323843	0.005930798784546985	0.016692248385074108
4	1	306741	1.0	1.0	5775	94500855	4.044677	0.0009340649274322487	0.008419801835943467
4	306741	4596904	4.0	1.0	3409	80518467	0.4248207	1.5281345225380175e-05	0.0001429309826117765
4	4596904	4644706	1.0	1.0	1393	16251623	3.6942819	0.00018904064318442889	0.009461793449218065
4	4644706	4908963	3.0	1.0	1155	29396521	0.0612647	0.006878546120938314	0.012693229880232245
4	4908963	8779983	1.0	1.0	1420	65534317	5.305019499999999	0.005928256178700094	0.012023311602200347
4	8779983	8889272	3.0	1.0	2533	8115042	2.3747873999999998	0.007974903475760327	0.02286849772733361
4	8889272	10549310	1.0	1.0	892	67209471	5.8388946	0.0003338246158257569	0.055645200464774995
4	10549310	12232391	1.05	1.0	160	20329114	0.5672967999999999	0.0040344564020256156	0.005492130908114265
4	12232391	14275441	1.0	1.0	3526	66415127	2.4350533999999997	0.002595472718257401	0.014484542497876871
4	14275441	16745958	1.0	0.95	1694	94410886	2.8027207	0.00629572000340456	0.01341324585812463
4	16745958	18379709	2.85	1.0	1105	30036391	5.1659754	0.0015922667374116313	0.005183124389040791
4	18379709	24493428	1.0	0.95	2328	59927304	1.9785091	0.015464736437850582	0.018800295741796095
4	24493428	24698337	2.85	1.0	303	17904704	2.7111262	0.0008433927823283234	0.0010913571959379489
4	24698337	25488676	3.0	1.0	201	98538593	5.9802783999999996	0.0005344075335226481	0.014973124956153081
4	25488676	44884303	1.0	1.0	2799	23562722	2.4671445	0.00997126452077793	0.018784914295140422
4	44884303	47381401	4.0	1.0	3083	34408332	2.5071361	0.009155704148235239	0.013720312623352587
4	47381401	47382423	4.0	0.95	1286	45012990	3.9872348	0.0029488078961927666	0.003462604940722992
4	47382423	54636831	4.0	1.0	1609	36763568	0.5863128	0.0008033415528419258	0.00842858650138307
4	54636831	55079071	1.0	1.0	2982	86616781	5.203367399999999	0.0016332915881631328	0.009043725053701367
4	55079071	58152834	1.9	1.0	301	4554591	4.3564468	0.0035410605398126975	0.0042438037325685015
4	58152834	66504344	1.0	1.0	1315	78915914	1.5819514	0.0014809181145314279	0.025964787190939594
4	66504344	66520674	2.0	1.0	230	4844764	2.9179315	0.0009243226263388138	0.02331041618791531
4	66520674	69837883	1.0	1.0	2453	92929925	5.3372616	0.00795655546575001	0.010419206399477243
4	69837883	73551315	1.0	0.09999999999999998	4085	76042193	2.5841628	0.005048888282404348	0.037461276659382474
4	73551315	74618937	3.0	0.09999999999999998	1736	51165942	2.6691420999999997	0.0020579486629846502	0.016698831181836262
4	74618937	78055905	3.0	1.0	5847	91140213	0.7483875999999999	0.005309490426744958	0.00654056662157642
4	78055905	85851690	1.0	1.0	185	44862122	3.9855582	0.009847398972665148	0.014763416453731396
4	85851690	89130407	1.9	1.0	1575	89926901	0.914472	0.0007894152631535641	0.016777534881080733
4	89130407	92255056	1.0	1.0	3230	85348429	3.6757657	0.0038225814813516146	0.025662547130619533
4	92255056	93529535	1.0	0.09999999999999998	1281	12600132	5.7931652	0.0037146873855486108	0.010403623690656475
4	93529535	99141634	1.0	1.0	288	62448125	5.0149002	0.009973274254961908	0.01516833535323192
4	99141634	101411855	1.0	0.0	4326	90374827	0.3020931	0.006761601834189674	0.01623751299147568
4	101411855	110621266	1.0	1.0	5140	45508662	2.1270978	0.020595017292468452	0.0220679594358521
4	110621266	111877044	1.0	0.09999999999999998	3729	59049888	1.4187676	0.002942820562266642	0.010896209793326433
4	111877044	113356514	1.1	0.09999999999999998	1381	56766259	3.0741426	0.012731091382399605	0.01327296565344851
4	113356514	117582816	1.1	1.0	1779	36827157	1.7751694999999998	0.002916300837628161	0.008923009828677985
4	117582816	124370366	1.0	1.0	3678	63585832	0.8728906999999999	0.0002813857477699697	0.01458905357434118
4	124370366	125485573	1.0	0.95	3739	86506186	0.2979924	0.0024445074214336227	0.02518442429177965
4	125485573	126438818	1.0	1.0	1099	63448267	5.294747399999999	0.00112511977860281	0.033917907219189206
4	126438818	128534571	1.0	0.0	2716	3489619	4.8612724	0.0003856281200296836	0.004721945321986633
4	128534571	130588372	1.0	0.0	3741	81573417	5.9948986	0.0021851804186652293	0.002271911577893005
4	130588372	131735902	1.0	0.0	211	44769054	0.8560582	0.004890345710312319	0.015598967725313575
4	131735902	131781910	1.0	0.0	729	80189028	5.4580817	0.0008036547829422354	0.0010464280063186982
4	131781910	132376702	1.0	0.0	935	46385852	3.0301242	0.012328955273302376	0.017573941172416147
4	132376702	144280064	1.0	1.0	2424	97078918	5.0554786	0.0013700144182477864	0.02507536118773688
4	144280064	144972704	1.06	1.0	2432	23286810	4.4756789	0.0005665131078441451	0.013219529212521324
4	144972704	156829961	1.0	1.0	3924	22560465	4.7542358	0.0051201339067433824	0.01989480255627248
4	156829961	158794151	1.1	1.0	1742	28762358	4.251869	0.008852192589666448	0.01237628406247219
4	158794151	161274713	1.0	1.0	236	39484723	5.9625479	0.0017486710657622403	0.0022912080088982397
4	161274713	166490745	1.05	1.0	125	45876611	1.9965305999999998	0.006030039431169722	0.0063594661913226255
4	166490745	168082465	1.15	1.0	1537	58301660	3.7150385999999997	0.002896988022765289	0.006213323771427981
4	168082465	171203489	1.05	1.0	2976	75797161	3.5438224	0.004342407119491756	0.004396560003161582
4	171203489	184937375	1.0	1.0	1802	60151128	1.9994771999999998	0.0006664200848596904	0.006595927694248815
4	184937375	185660753	1.9	1.0	4134	36126864	4.749918699999999	0.0022120223298189453	0.006382857963997034
4	185660753	186632012	1.0	1.0	3185	44703073	2.0736373	0.005410109044176505	0.006174589846105478
4	186632012	188191186	1.0	0.95	731	71643719	2.0641092999999997	0.004832166522040153	0.022349968561934136
4	188191186	191154276	1.0	1.0	350	78859679	2.082554	0.0014430266522214223	0.0074621264304444036
5	1	332920	1.0	0.0	1034	65839675	3.3781193	0.0017186071908838901	0.009473933989475826
5	332920	1328592	1.0	0.0	3313	18101902	5.3842716	0.0002547893285843502	0.0014494421185526625
5	1328592	9136127	1.0	0.0	2570	87066494	1.1019469	0.0033756142174560465	0.004282562866544898
5	9136127	10772211	1.1	0.0	1940	82438219	1.9560137999999998	0.00793165565492207	0.014204469951614822
5	10772211	23127083	1.0	0.0	3272	32732651	2.7955563	0.004551128548696133	0.005482234286569989
5	23127083	24927832	1.0	0.0	510	82738088	0.7772165	0.004170919237925354	0.004949488766498593
5	24927832	45825841	1.0	0.0	4538	82755467	1.0234031	0.0038921688206066873	0.008986485730589144
5	45825841	47502015	0.0	0.0	5031	14032018	2.3129198	0.008856857107759897	0.03362093588598786
5	47502015	55282948	1.0	0.0	4616	23107813	0.7457988	0.0010145495840128086	0.0069630836796906745
5	55282948	55647699	1.0	0.0	4324	61030550	5.5422123999999995	0.0007521218002491735	0.004073964594217174
5	55647699	72302715	1.0	0.0	684	70371303	0.7780762999999999	0.001371681019193661	0.007785355425580841
5	72302715	72391064	1.0	0.0	1192	96990895	3.9734813	0.0015355452391374335	0.004548093748476396
5	72391064	72444001	1.0	0.0	2247	80771902	2.8327169	0.0010498323199353366	0.013360101297663025
5	72444001	72921490	3.0	0.0	5090	45227853	1.0276895	0.00019090421614791038	0.00968396412843331
5	72921490	73996242	2.1	0.0	3379	27432708	1.5620794999999998	0.0004606871297578441	0.01022671291818366
5	73996242	78978925	3.0	0.0	687	42877960	3.9616385	0.00805831862742946	0.014000061576782782
5	78978925	84631619	1.0	0.0	351	55312641	4.1712391	0.00660642355335652	0.008287146887963398
5	84631619	84728804	0.0	0.0	2646	14715394	0.7534944	0.0037597218016704125	0.04124296772752485
5	84728804	85621366	1.0	0.0	2231	19147726	1.5981744999999998	0.007595907921168218	0.009119250199243305
5	85621366	86136917	1.06	0.0	1721	58118293	5.7082435	0.003084703213589063	0.020156390239358765
5	86136917	90448710	1.0	0.0	3515	34488945	4.3057536999999995	0.006792643915671201	0.023926106127322704
5	90448710	90963001	1.0	0.0	3855	32422214	2.7088251999999997	0.006727928226870414	0.014013529013115365
5	90963001	91723563	1.0	0.0	3845	31244785	3.0420536	0.003034508484275286	0.007283561683134825
5	91723563	98473448	3.0	0.0	2414	20136237	3.9274491	0.01958869482583681	0.021497582766576526
5	98473448	101620343	1.0	0.0	4797	48738729	0.6483616	0.00039366920876360013	0.045417518896723214
5	101620343	102066793	1.0	0.0	4779	13556747	4.4738663999999995	0.002745100212577112	0.0072249360005835995
5	102066793	103465546	1.0	0.0	5242	80737229	5.897732599999999	0.0023716205833698802	0.006921265093545205
5	103465546	108024975	1.0	0.0	2042	87180369	1.3312621999999998	0.0046864954556143186	0.041074967660678266
5	108024975	110705084	1.0	0.0	659	28533514	3.1661729999999997	0.005279805578280148	0.007758096630341735
5	110705084	111404564	1.0	0.0	4287	46987040	5.4514713	0.0007618876929719032	0.018968026085785267
5	111404564	111957749	1.0	0.0	1034	32735620	5.524150199999999	0.009451314305647312	0.01906870507384181
5	111957749	112909330	1.0	0.0	1689	90531805	0.8571635	0.008922118122077353	0.02111150785281052
5	112909330	114118274	0.0	0.0	715	99492693	2.2333355999999998	0.004201449594170479	0.004272765929845546
5	114118274	114771722	1.0	0.0	1458	63782202	2.2559545	0.00029943416321233797	0.014173770166787293
5	114771722	117037286	1.0	0.0	4150	1082873	5.447320899999999	0.00042839551174525477	0.0013953051518036522
5	117037286	118056285	1.0	0.0	1874	80754846	3.2480419	0.0058249511197222235	0.014342111026711724
5	118056285	124493072	1.0	0.0	3431	90580263	4.151818899999999	0.0008777562195521299	0.0031194362786994734
5	124493072	126240505	1.0	0.0	5294	95006000	4.7209517	0.005953525088935417	0.006473467545778163
5	126240505	135358120	1.0	0.0	2253	89803830	3.7126854	0.0043701616194133305	0.00914870173494891
5	135358120	135663905	2.0	0.0	3023	78588427	0.6532066	0.0017704690546926803	0.0036256639315584115
5	135663905	145454389	1.0	0.0	4347	35730768	2.9010498	0.0040983353628088175	0.016515839022880667
5	145454389	146019479	3.0	0.0	1486	88678500	3.5508074	0.0026133269855751064	0.013815522802882022
5	146019479	146250985	6.0	0.0	481	93323939	0.1810898	0.0028961015655255755	0.012571043655687982
5	146250985	146621886	4.0	0.0	461	14385341	0.5537394	7.189198770610701e-05	0.0007171193619538048
5	146621886	146654587	5.0	0.0	4868	1023000	0.6888046	0.002308702742251407	0.015929922438920524
5	146654587	147285449	4.0	0.0	2261	98106717	5.4027468	0.0020450455735212124	0.010528102982801022
5	147285449	148675202	5.2	0.0	121	76341694	3.3025282	0.005182913421541245	0.010858023206189076
5	148675202	150433747	4.0	0.0	5075	93068559	0.9980616999999999	0.004711917538365333	0.011236976652105816
5	150433747	151846473	1.0	0.0	5600	71839430	1.8044213	0.00240158556761828	0.0025885671388208866
5	151846473	151951309	0.0	0.0	5157	31431664	0.6737595	0.0009544638875410254	0.001090539886780792
5	151951309	154998517	1.0	0.0	3646	77380746	0.6473753999999999	0.00503701419403935	0.014632934987582722
5	154998517	157685291	0.0	0.0	2670	52617555	0.905578	0.00024413241090231728	0.002937871878872103
5	157685291	160202499	0.0	0.0	5800	64784307	2.3143719	0.004744732631355418	0.018743730657021864
5	160202499	160519647	0.0	0.0	3680	30238679	1.2465305	0.000306808929570233	0.007099478144279853
5	160519647	163547655	0.0	0.0	3469	94444269	0.865324	0.00020691933469708262	0.006161652313609021
5	163547655	163779565	0.0	0.0	1919	45164747	0.6339057	0.0006924157328289658	0.006547805903310028
5	163779565	169964483	1.0	0.0	4642	88569585	1.5481136	0.0013698498169970894	0.0082428635239867
5	169964483	170851300	1.0	0.0	5618	13086639	3.4166811999999998	0.003091525771013751	0.0035285516347179956
5	170851300	175013835	1.0	0.0	2197	63079145	0.6199814	0.003593494125804563	0.010548841757106455
5	175013835	176220749	3.0	0.0	1153	46829448	2.8365548	0.005397940000244202	0.008612272236375184
5	176220749	177723757	1.0	0.0	1982	70254864	0.4786794	0.0021079052211122385	0.030011318647598786
5	177723757	179385162	0.050000000000000044	0.0	1569	83079711	2.8982954	0.005622514810446637	0.05324631712809734
5	179385162	180915260	1.0	0.0	3861	29427865	0.24838359999999998	0.002662794190709394	0.007415045529210771
6	1	19748986	1.0	1.0	5864	63377859	1.5887797	0.005870013431295339	0.00832879212821514
6	19748986	19872285	1.0	0.09999999999999998	3324	417221	0.2040706	0.012077475818928093	0.021217159416766766
6	19872285	20169505	1.0	1.0	1223	66860512	3.3720092	0.00017735752831075574	0.003190123761476953
6	20169505	20583127	1.0	0.7	5520	53908985	1.2439848	0.0008588882846365546	0.0035124301183764085
6	20583127	21153412	1.0	0.8	4315	25862681	4.9680506	0.002208317625313749	0.010430936211548138
6	21153412	23291050	1.0	0.7	3671	54821601	1.4811071999999998	0.011988584463058699	0.0262799047510674
